OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,SHAPE,SIGNID
5477,4619,"1916 BOREN AV, SEATTLE, WA   98101",49,Denny Triangle Lot #115,Self park location,Self park location,Self park location,SURFACE LOT,5,5,,7,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.617354222000074, -122.33311063499997)",
5478,4194,"1430 1ST AV, SEATTLE, WA   98101",44,Metro Parking,,,,SURFACE LOT,SURFACE LOT,,,,,Metro Parking Inc,,,,,N,METRO,0,,,,,"(47.60866935200005, -122.33943191499998)",
5479,4610,"1201 MADISON ST, SEATTLE, WA   98104",35,Capitol Hill Lot #106,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.60971810600006, -122.32352439599998)",
5480,628966,"1116 HARRISON ST, SEATTLE, WA   98109",21,,24 hours,24 hours,24 hours,4,4,10,,,,,,,,,N,REPUBLIC - WOLD LOT,0,,,,,"(47.62218165300004, -122.33511295299996)",
5481,625132,"1300 NE 45TH ST, SEATTLE, WA 98105",51,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66160065100007, -122.313927106)",
5482,543241,"1900 5TH AV, SEATTLE, WA   98101",235,WESTIN PRKG GARAGE LOT # 674 # 675 # 3201,,24 hours,24 hours,GARAGE,,,,,,Westin,,,,,N,WESTIN,0,,,,,"(47.61393163400004, -122.33809828699998)",
5483,210,"1123 9TH AV, SEATTLE, WA   98101",310,,,,,,,,,,,,,,,,N,PARKING,0,,,,,"(47.60926260600007, -122.32871429899996)",
5484,637235,"5512 22ND AV NW, SEATTLE, WA   98107",25,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66925858700006, -122.38434001399997)",
5485,636324,"505 1ST AV S, SEATTLE, WA 98104",400,,,,,,,,,,,,,,,,N,IPM,0,,,,,"(47.59766594400003, -122.33467371199998)",
5486,617038,"1401 2ND AV, SEATTLE, WA   98101",241,Pike Plaza Newmark Garage,6am-7am,9am-7pm,10am-6pm,SURFACE LOT,,,,,3,United Parking Services,,,,,N,UNITED,0,,,,,"(47.608702023000035, -122.33884075799995)",
5487,614874,"609 6TH AV, SEATTLE, WA   98104",490,Seapark Parking Garage #679,6am-10pm,CLOSED,CLOSED,GARAGE,8,11,,24,14,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.60439024800007, -122.32872408299994)",
5488,593937,"2810 3RD AV, SEATTLE, WA   98121",40,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61805557800005, -122.34978250899997)",
5489,641230,"601 AURORA AV N, SEATTLE, WA   98109",20,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.624947433000045, -122.34408483499999)",
5490,577229,"2402 QUEEN ANNE AV N, SEATTLE, WA   98109",95,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.63980743900004, -122.35665127599998)",
5491,153042,"1550 N 115TH ST, SEATTLE, WA   98133",693,Northwest Hospital,,,,,SURFACE LOT,,,,,Northwest Hospital,,,,,N,NORTHWEST HOSPITAL,0,,,,,"(47.714248259000044, -122.33688808)",
5492,4525,"400 MERCER ST, SEATTLE, WA   98109",75,Seattle Center Garage,Self park location,Self park location,Self park location,GARAGE,6,6,,10,4,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.624762976000056, -122.34843144699994)",
5493,4586,"2210 1ST AV, SEATTLE, WA",29,Belltown Lot #82,Self park location,Self park location,Self park location,SURFACE LOT,7,7,,12,1,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61302262500004, -122.34534275799996)",
5494,611880,"724 PINE ST, SEATTLE, WA   98101",46,Grand Hyatt Hotel,,,,GARAGE,,,,,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.61316535200007, -122.33392746299995)",
5495,583926,"701 4TH AV, SEATTLE, WA   98104",105,,,,,GARAGE,,,,,3,United Parking Services,,,,,N,UNITED,0,,,,,"(47.60400522700007, -122.33149215399999)",
5496,634485,"150 DENNY WY, SEATTLE, WA   98109",143,Church Garage,Self park location,Self park location,Self park location,GARAGE,,5,,10,5,I P M,206-254-0811,,http://www.ipmseattle.com/locations.htm,,N,CINERAMA #81097,0,,,,,"(47.61878381100007, -122.35391177499997)",
5497,564867,"1100 OLIVE WY, SEATTLE, WA   98101",170,,24 hours,24 hours,24 hours,GARAGE,11.75,13.75,,21.75,6,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.61597372800003, -122.33085501399995)",
5498,642660,"410 TERRY AV N, SEATTLE, WA   98109",409,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.622212019000074, -122.33680304599994)",
5499,625014,"1635 8TH AV, SEATTLE, WA 98101",110,Olive 8 Valet,Valet parking only,Valet parking only,Valet parking only,GARAGE,,,,,,Standard,(206) 774-6153,,,,N,HOTEL @ OLIVE 8 - LOT,0,,,,,"(47.61361012700007, -122.33418108599994)",
5500,533602,"1520 OCCIDENTAL AV S, SEATTLE, WA   98134",1695,,,,,,,,,,,,,,,,N,MARINERS BALLPARK GARAGE,0,,,,,"(47.58926961800006, -122.33248466599997)",
5501,593015,"701 PIKE ST, SEATTLE, WA   98101",233,,6am-12am,6am-12am,6am-12am,,9,12,,31,,,,,,,N,IMPARK,0,,,,,"(47.61149634600008, -122.33278121799998)",
5502,52868,"4550 16TH AV NE, SEATTLE, WA   98105",39,,,,,,,,,,,,,,,,Y,UCC,0,,,,,"(47.662616752000076, -122.31051598199997)",
5503,639334,"613 FAIRVIEW AV N, SEATTLE, WA   98109",29,,,,,,,,,,,,,,,,Y,STANDARD,0,,,,,"(47.62515529700005, -122.33485556799997)",
5504,4518,"5711 24TH AV NW, SEATTLE, WA 98107",56,Ballard Lot #13,Self park location,Self park location,Self park location,SURFACE LOT,2,2,,5,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.67053844700007, -122.38800184099995)",
5505,635357,"925 4TH AV, SEATTLE, WA   98104",500,IDX Building,6:30am-7pm,7am-5pm,closed,GARAGE,13,20,,31,9,AMPCO,(425) 462-7515,,,,N,DIAMOND,0,,,,,"(47.605490977000045, -122.33319431499996)",
5506,513327,"120 5TH AV N, SEATTLE, WA   98109",10,Trust Parking,24 hours,24 hours,24 hours,SURFACE LOT,6,6,,16,,Key Park Northwest,,,,,N,KEY PARK NORTHWEST,0,,,,,"(47.619195647000026, -122.34741737599995)",
5507,4577,"3420 STONE WY N, SEATTLE, WA   98103",43,Freemont Lot #73,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.649195502000055, -122.34250348499995)",
5508,559346,"2220 8TH AV, SEATTLE, WA   98121",82,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,,N,IMPARK,0,,,,,"(47.61788803700006, -122.33942839299999)",
5509,593934,"1204 HOWELL ST, SEATTLE, WA   98102",16,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61726331700004, -122.33055247899995)",
5510,625125,"601 ROY ST, SEATTLE, WA   98109",52,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.625190444000054, -122.34456175099996)",
5511,642663,"551 BOREN AV N, SEATTLE, WA 98109",374,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.62406036500005, -122.33619004599996)",
5512,614875,"2229 7TH AV, SEATTLE, WA 98121",18,,24 hours,24 hours,24 hours,SURFACE LOT,5,5,,17,,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.61705475700006, -122.34146146799998)",
5513,552878,"1111 COLUMBIA ST, SEATTLE, WA   98101",190,Invex Garage,24 hours,24 hours,24 hours,GARAGE,,,,,,Central,,,http://www.parking.com/,,N,CPS - INVEX GARAGE,0,,,,,"(47.60818931600005, -122.32281568099995)",
5514,633167,"301 NE 100TH ST, SEATTLE, WA   98125",885,Thornton Place,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,Standard,(206) 381-8552 EXT 19,,http://www.standardparkingnw.com/locations/,,N,THORTON PLACE GARAGE - LOT,0,,,,,"(47.70107672600005, -122.32500065399995)",
5515,638926,"1111 FAIRVIEW AV N, SEATTLE, WA   98109",66,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62984658100004, -122.33039852999997)",
5516,639408,"50 LENORA ST, SEATTLE, WA   98101",53,,24 hours,24 hours,24 hours,SURFACE LOT,8,8,,15,3,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC - LENORA LOT,0,,,,,"(47.61051793400003, -122.34569229899995)",
5517,639406,"1615 WESTERN AV, SEATTLE, WA   98101",88,Desimone Lot,24 hours,24 hours,24 hours,SURFACE LOT,8,8,,20,,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC - DESIMONE LOT,0,,,,,"(47.60877106300006, -122.34175614099996)",
5518,611879,"720 3RD AV, SEATTLE, WA   98104",212,Pacific Building Garage #4526,6am-7pm,9am-7pm,10am-6pm,GARAGE,11,16,,23,5,United Parking Services,(206) 223-2771,,,,N,UNITED,0,,,,,"(47.60410877800007, -122.33225203699999)",
5519,625170,"4700 BROOKLYN AV NE, SEATTLE, WA   98105",10,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.66346131100005, -122.31386746799996)",
5520,637745,"500 BOREN AV N, SEATTLE, WA   98109",259,,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,,Permit only,,Standard,(206) 623-0244,,http://www.standardparkingnw.com/locations/lot.asp?id=179,,N,STANDARD,0,,,,,"(47.62383388500007, -122.33560334199996)",
5521,617025,"1415 5TH AV, SEATTLE, WA 98101",174,Red Lion Hotel Garage,5:30am-11pm,6am-11pm,6am-11pm,GARAGE,11,14,,37,,United Parking Services,(206) 372-6797,,,,N,UNITED,0,,,,,"(47.60995574900005, -122.33572134499997)",
5522,622436,"2103 WESTERN AV, SEATTLE, WA   98121",45,Pike Place Market Garage,8:30am-7pm,8:30am-7pm,8:30am-7pm,SURFACE LOT,,,,18,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.611132447000045, -122.34556012899998)",
5523,594731,"400 4TH AV, SEATTLE, WA   98104",41,,,,,SURFACE LOT,,,,,2,United Parking Services,(206) 388-0749,,,,N,UNITED,0,,,,,"(47.60211408600003, -122.32876626699999)",
5524,1807,"1201 3RD AV, SEATTLE, WA   98101",808,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.60723190700003, -122.33610673599998)",
5525,640040,"2001 8TH AV, SEATTLE, WA 98121",452,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61578322300005, -122.33725682299996)",
5526,639862,"1122 POST AL, SEATTLE, WA 98104",7,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.605711529000075, -122.33759487599997)",
5527,633168,"4201 15TH AV NE, SEATTLE, WA 98105",120,George Russell Hall,Self park location,Self park location,Self park location,GARAGE,3,9,,18,,Standard,(206) 624-7040,,http://www.standardparkingnw.com/locations/lot.asp?id=162,,N,GEORGE RUSSELL HALL LOT,0,,,,,"(47.658601978000036, -122.31239735999998)",
5528,613240,"1301 2ND AV, SEATTLE, WA   98101",698,WAMU Center,5:30am-10am,9am-12am,10am-10pm,GARAGE,7,12,,24,25,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC - WAMU CENTER,0,,,,,"(47.60740144300007, -122.33776819099995)",
5529,625024,"140 4TH AV N, SEATTLE, WA   98109",508,Fisher Plaza,7am - 1am,9am - 1am,9am - 1am,GARAGE,6,10,,20,,Standard,(206) 652-1451,,http://www.standardparkingnw.com/locations/lot.asp?id=163,,N,FISHER PLAZA,0,,,,,"(47.61915331000006, -122.34857216299997)",
5530,640451,"4520 M L KING JR WY S, SEATTLE, WA 98108",20,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.562601717000064, -122.29396061299997)",
5531,568632,"2100 ALASKAN WY, SEATTLE, WA   98121",119,,,,,,,,,,,,,,,,N,SEATTLE WATERFRONT MARRIOTT,0,,,,,"(47.610691864000046, -122.34653468399995)",
5532,583928,"814 WESTERN AV, SEATTLE, WA   98104",83,,,,,GARAGE,,,,,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.60335588200007, -122.33615135199994)",
5533,637758,"2224 N 56TH ST, SEATTLE, WA   98103",9,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66906319900005, -122.33209132399998)",
5534,625113,"425 2ND AV W, SEATTLE, WA   98119",28,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62279255900006, -122.35954263699995)",
5535,593434,"2201 6TH AV, SEATTLE, WA   98121",14,,,,,,,,,,,,,,,,N,BLANCHARD PLAZA,0,,,,,"(47.61599394800004, -122.34165477299996)",
5536,625109,"415 1ST AV W, SEATTLE, WA   98119",77,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.623001008000074, -122.35589436699996)",
5537,625376,"1505 WESTLAKE AV N, SEATTLE, WA   98109",445,,7am-7pm,CLOSED,CLOSED,,5,7,,11,,,,,,,N,IMPARK,0,,,,,"(47.63263604500003, -122.34171306799999)",
5538,595329,"900 12TH AV, SEATTLE, WA   98122",30,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.610553647000074, -122.31644451099999)",
5539,625172,"3216 NE 45TH ST, SEATTLE, WA   98105",50,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66134448300005, -122.29129001199999)",
5540,560186,"1516 1ST AV, SEATTLE, WA   98101",90,Lot 1,Self park location,Self park location,Self park location,SURFACE LOT,10,14,,21,1,I P M,206-254-0811,,http://www.ipmseattle.com/locations.htm,,N,ANALYTICAL RESOURCES #81879,0,,,,,"(47.609455996000065, -122.34013174899997)",
5541,572484,"1610 MELROSE AV, SEATTLE, WA   98122",22,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.615666987000054, -122.32757035999998)",
5542,4512,"501 E PIKE ST, SEATTLE, WA   98122",19,Capitol Hill #7,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61387000600007, -122.32524106299996)",
5543,584045,"1900 1ST AV S, SEATTLE, WA   98134",65,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.58560870600007, -122.33359317299994)",
5544,625373,"65 LENORA ST, SEATTLE, WA   98121",421,,5am-12:30am,6:46am-1:30am,8am-11:30pm,GARAGE,8,14,,23,6,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.61082446100005, -122.34485880899996)",
5545,131300,"321 1ST AV W, SEATTLE, WA   98119",15,,,,,,,,,,,,,,,,Y,HECKER WAKEFIELD & FEILBERG PS,0,,,,,"(47.62159903300005, -122.35839466499999)",
5546,117276,"515 MADISON ST, SEATTLE, WA   98104",196,Renaissance Madison Hotel,,,,GARAGE,,,,,,,,,,,N,RENAISSANCE MADISON HOTEL,0,,,,,"(47.60681191400005, -122.33078166699994)",
5547,617332,"99 UNION ST, SEATTLE, WA   98101",157,Four Seasons,,,,GARAGE,,,,,,Four Seasons,,,,,N,FOUR SEASONS GARAGE,0,,,,,"(47.60741531300005, -122.33919006499997)",
5548,558578,"2454   OCCIDENTAL AV S # 2A, SEATTLE, WA 98134",20,,,,,,,,,,,,,,,,N,CASCADE TRADE,0,,,,,"(47.581351633000054, -122.33261486999999)",
5549,52860,"4236 BROOKLYN AV NE, SEATTLE, WA   98105",22,,,,,SURFACE LOT,,,,,,UDPA,,,,,N,U-DISTRICT PARKING LOT,0,,,,,"(47.659379270000045, -122.31399525399996)",
5550,187081,"2505 1ST AV, SEATTLE, WA   98121",66,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.614676005000035, -122.34924941799994)",
5551,548438,"2030 7TH AV, SEATTLE, WA   98121",56,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,,N,IMPARK,0,,,,,"(47.615857437000045, -122.33845471399997)",
5552,2000021,,161,1ST & SPRING #81395,Self park location,Self park location,Self park location,GARAGE,10,17,22,33,,Standard,(206) 521-2707,,http://www.standardparkingnw.com/locations/lot.asp?id=75,,N,Standard,,,,,,"(47.605747792000045, -122.33672346699996)",
5553,635171,"1410 AIRPORT WY S, SEATTLE, WA   98134",26,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.59039457000006, -122.32218716599999)",
5554,4596,"2330 WESTERN AV, SEATTLE, WA   98121",17,,,,,,,,,,,,,,,,N,U-PARK,0,,,,,"(47.61352014900007, -122.34825282199995)",
5555,625127,"1919 N 45TH ST, SEATTLE, WA   98103",33,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66118108900008, -122.33404198599999)",
5556,652092,"223 TAYLOR AV N, SEATTLE, WA   98109",50,,,,,,,,,,,,,,,,,,,,,,,"(47.620376484000076, -122.34667848499998)",
5557,583925,"723 4TH AV, SEATTLE, WA   98104",240,4th and Columbia #4558,6am-7pm,CLOSED,CLOSED,GARAGE,18,24,,36,1,United Parking Services,(206) 682-7664,,https://secure.diamondparking.com/monthlyParking/location.aspx?id=239,,N,UNITED,0,,,,,"(47.60443169300004, -122.33186517399997)",
5558,519371,"1929 2ND AV, SEATTLE, WA   98121",11,,24 hours,24 hours,24 hours,SURFACE LOT,8,8,,16,,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.611300795000034, -122.34161444199998)",
5559,588581,"2411 ALASKAN WY, SEATTLE, WA   98121",190,,,,,,,,,,,,,,,,Y,EDGEWATER THE,0,,,,,"(47.61240495900006, -122.35075253399998)",
5560,645728,"414 MINOR AV N, SEATTLE, WA 98109",53,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62239364900006, -122.33264245799995)",
5561,628636,"511 16TH AV E, SEATTLE, WA   98112",726,,7am - 11pm,9am - 5pm,closed,,5,7,,16,,,,,,,N,REPUBLIC - SWEDISH CHERRY HILL,0,,,,,"(47.62364179300005, -122.31162346499997)",
5562,586728,"1412 12TH AV E, SEATTLE, WA 98102",36,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.613429833000055, -122.31641473799999)",
5563,600468,"1701 4TH AV S, SEATTLE, WA   98134",30,,,,,,,,,,,,,,,,Y,OUTDOOR EMPORIUM,0,,,,,"(47.588008985000045, -122.32944402499999)",
5564,642344,"1918 8TH AV, SEATTLE, WA   98101",402,,,,,,,,,,,,,,,,N,REPUBLIC,0,,,,,"(47.61539473900007, -122.33580306299996)",
5565,641229,"505 3RD AV W, SEATTLE, WA   98119",10,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.623652553000056, -122.36089158399994)",
5566,576757,"201 16TH AV E, SEATTLE, WA   98112",300,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.620135755000035, -122.31227549599998)",
5567,635159,"2115 WESTLAKE AV, SEATTLE, WA 98121",21,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.617065386000036, -122.33845750499995)",
5568,631640,"901   FAIRVIEW AV N, SEATTLE, WA 98109",248,,,,,,,,,,,,,,,,N,CPS - CHANDLERS COVE LOT,0,,,,,"(47.62774213400007, -122.33383816999998)",
5569,614872,"700 5TH AV, SEATTLE, WA 98104",589,SMT Garage,6am-10pm,CLOSED,CLOSED,GARAGE,9,12,,24,,Ace,(206) 381-1789,,,,N,IMPARK,0,,,,,"(47.60500737400008, -122.32988071899996)",
5570,76135,"9 Wall Street, SEATTLE, WA   98121",1511,,6am - 12am,6am - 1am,6am - 12am,GARAGE,4,7,,20,14,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,BELL ST PIER,18,N,567,567,04/29/2016 08:42:21 PM +0000,"(47.61233659000004, -122.34896525499994)",G13
5571,635155,"136 ELLIOTT AV W, SEATTLE, WA   98119",3,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61927955600004, -122.35891573999999)",
5572,588180,"200 8TH AV N, SEATTLE, WA   98109",42,,,,,SURFACE LOT,,,,,2,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.62009814800007, -122.34071047699996)",
5573,635163,"1101 PIKE ST, SEATTLE, WA   98101",18,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.613293716000044, -122.32857303899999)",
5574,582320,"1762 6TH AV S, SEATTLE, WA   98134",84,,,,,,,,,,,,,,,,Y,STREAM PARKING,0,,,,,"(47.58685462200003, -122.32500905199998)",
5575,652272,"301 ALASKAN WY S, SEATTLE, WA 98104",72,,,,,,,,,,,,,,,,,,,,,,,"(47.600042220000034, -122.33840295299996)",
5576,639317,"2505 3RD AV, SEATTLE, WA   98121",14,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61595024400003, -122.34756139399997)",
5577,635169,"1955 1ST AV S, SEATTLE, WA   98134",75,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.58439845100003, -122.33465607099998)",
5578,98864,"801 4TH AV, SEATTLE, WA   98104",130,,,,,,,,,,,,,,,,N,JERRY'S GARAGE & U-DRIVE,0,,,,,"(47.60489967500007, -122.33212117199997)",
5579,9567,"2454 OCCIDENTAL AV S, SEATTLE, WA   98134",16,,,,,,,,,,,,,,,,Y,BURLINGTON NORTHERN,0,,,,,"(47.581351633000054, -122.33261486999999)",
5580,625100,"403 1ST AV W, SEATTLE, WA 98119",28,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.59902509900007, -122.334613849)",
5581,593894,"121 TAYLOR AV N, SEATTLE, WA   98109",16,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61889621600005, -122.34670575199999)",
5582,645750,"1511 DEXTER AV N, SEATTLE, WA   98109",17,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.63274919200006, -122.34249579899995)",
5583,593926,"1524 ALASKAN WY, SEATTLE, WA   98101",60,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.60827810200004, -122.341868095)",
5584,635722,"315 1ST AV N, SEATTLE, WA   98109",36,,24 hours,24 hours,24 hours,SURFACE LOT,3,3,,8,1,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.62157445500003, -122.35568512699996)",
5585,548169,"1044 4TH AV S, SEATTLE, WA   98134",180,,,,,,,,,,,,,,,,Y,STADIUM PLACE INC,0,,,,,"(47.59292385800006, -122.32828066199994)",
5586,53876,"2203 1ST AV S # 110, SEATTLE, WA   98134",44,,,,,,,,,,,,,,,,Y,OUTDOOR RESEARCH INC,0,,,,,"(47.58365116900006, -122.334669067)",
5587,594279,"215 1ST AV N, SEATTLE, WA   98109",22,,24 hours,24 hours,24 hours,SURFACE LOT,4,4,,7,1,Key Park Northwest,,,,,N,KEY PARK NORTHWEST,0,,,,,"(47.620326403000035, -122.35573804799998)",
5588,635363,"6521 ROOSEVELT WY NE, SEATTLE, WA   98115",29,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.67642016600007, -122.31764244099998)",
5589,639409,"50 BLANCHARD ST, SEATTLE, WA   98101",77,,,,,,,,,,,,,,,,N,REPUBLIC - BLANCHARD LOT,0,,,,,"(47.611930278000045, -122.34640606299996)",
5590,596056,"4041 ROOSEVELT WY NE, SEATTLE, WA   98105",36,Goodfellows Lot,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,10,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=18,,N,GOODFELLOW'S LOT,0,,,,,"(47.656458368000074, -122.31813621999999)",
5591,544,"1409 6TH AV, SEATTLE, WA   98101",170,WAC Garage,24 hours,24 hours,24 hours,GARAGE,8.00,10.25,,24.75,5,WAC,206-622-7900,,http://www.wac.net/0485.aspx,,N,WAC PARKING,9,N,100,100,04/29/2016 08:42:21 PM +0000,"(47.61022486400003, -122.33404086799999)",G11
5592,596077,"721 PINE ST, SEATTLE, WA   98101",800,Grand Hyatt Hotel,24 hours,24 hours,24 hours,GARAGE,7,9,,28,,Standard,(206) 642-1451,,http://www.standardparkingnw.com/locations/,,N,7TH & PIKE HOTEL GARAGE,0,,,,,"(47.61275353100007, -122.33329790999994)",
5593,4584,"100 W ROY ST, SEATTLE, WA   98109",50,On The Boards,Self park location,Self park location,Self park location,SURFACE LOT,,,,,1,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.62590719200006, -122.35843433699995)",
5594,594282,"1208 PINE ST, SEATTLE, WA   98101",49,,24 hours,24 hours,24 hours,,6,6,,10,,,,,,,N,KEY PARK NORTHWEST,0,,,,,"(47.61529060300006, -122.32853356299995)",
5595,4547,"2000 3RD AV, SEATTLE, WA   98121",26,Downtown Lot #42,6am-6pm,Self park location,Self park location,SURFACE LOT,7,7,,15,1,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61273671600003, -122.34079339999994)",
5596,76128,"2312 1ST AV, SEATTLE, WA   98121",56,,24 hours,24 hours,24 hours,SURFACE LOT,5,5,,12,1,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.61384308700008, -122.34670281399997)",
5597,569688,"904 ELLIOTT AV W, SEATTLE, WA   98119",14,,,,,,,,,,,,,,,,Y,QUEEN ANNE UPHOLSTERY,0,,,,,"(47.627170601000046, -122.36868196899997)",
5598,533370,"1750 4TH AV S, SEATTLE, WA   98134",18,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.58664322800007, -122.32864486999995)",
5599,649944,"1461 ELLIOTT AV W, SEATTLE, WA   98119",26,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.63155939300003, -122.37550558699996)",
5600,527105,"1917 4TH AV S, SEATTLE, WA   98134",7,,,,,,,,,,,,,,,,Y,NELLA CUTLERY (USA),0,,,,,"(47.58551543400006, -122.32957519399997)",
5601,625099,"414 1ST AV W, SEATTLE, WA   98119",28,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.622733604000075, -122.35774125199998)",
5602,631784,"1217 6TH AV, SEATTLE, WA   98101",85,Plymouth Church,7am-6pm,CLOSED,CLOSED,GARAGE,11,14,,30,,Standard,(206) 652-0849,,,,N,ACE PARKING - PLYMOUTH CHURCH,0,,,,,"(47.608665493000046, -122.33264517599997)",
